alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	precom	align	prune	ed	h0	h0end
cp-csh+gap	synthetic	1	1000000	0.05	0	13	0.2707	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	13	0	1	0	Gap	76923	44312	44311	1295648	1471917	1127448	0	137806	43315	14166	1.47	65.07	183.74	18.93	44161	34971	76017
cp-csh	synthetic	1	1000000	0.05	0	13	0.3017	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	13	0	1	0	Zero	76923	45345	45345	1370179	1593261	1146983	0	15393	43301	38533	1.59	62.83	216.54	19.37	44161	32989	75994
cp-sh	synthetic	1	1000000	0.05	0	13	0.4997	0:00:00	2.77	7.38	0.07	0.46	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	Unordered	13	0	1	0	Zero	76282	44052	44052	1429892	1662577	1184960	0	1508345	42684	0	1.66	95.11	387.42	0.00	44161	32230	74914
cp-csh+gap	synthetic	1	1000000	0.05	0	14	0.3018	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	14	0	1	0	Gap	71428	39222	39222	1402863	1595446	1196267	0	272006	38408	11482	1.60	60.94	219.04	17.95	44161	34330	70649
cp-csh	synthetic	1	1000000	0.05	0	14	0.3005	0:00:00	3.09	7.38	0.46	0.65	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	14	0	1	0	Zero	71428	39468	39468	1471724	1707922	1211981	0	19205	38391	34893	1.71	55.64	231.41	17.12	44161	32467	70619
cp-sh	synthetic	1	1000000	0.05	0	14	0.5862	0:00:00	50.64	64.35	44.20	44.84	0.00	0.00	0.00	0.47	ok	1	1000000	1000249	0.00	Unordered	14	0	1	0	Zero	71289	39190	39190	1514088	1757228	1239710	0	1715703	38255	0	1.76	98.03	451.63	0.00	44161	32099	70354
cp-csh+gap	synthetic	1	1000000	0.05	0	15	0.4026	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	15	0	1	0	Gap	66666	34936	34936	1574912	1790186	1307975	0	690742	34241	9397	1.79	56.15	324.63	17.73	44161	33616	65981
cp-csh	synthetic	1	1000000	0.05	0	15	0.3275	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	15	0	1	0	Zero	66666	35006	35006	1636696	1891721	1318686	0	26718	34229	31184	1.89	51.08	254.28	15.93	44161	31943	65967
cp-sh	synthetic	1	1000000	0.05	0	15	0.6211	0:00:00	50.15	64.22	43.89	44.51	0.00	0.00	0.00	0.50	ok	1	1000000	1000249	0.00	Unordered	15	0	1	0	Zero	66635	34944	34944	1680549	1941820	1346668	0	2078083	34200	0	1.94	90.87	514.31	0.00	44161	31691	65891
cp-csh+gap	synthetic	1	1000000	0.05	0	16	0.5390	0:00:00	60.56	78.47	54.29	54.91	0.00	0.00	0.00	0.46	ok	1	1000000	1000249	0.00	GapSeed	16	0	1	0	Gap	62500	31220	31220	1796961	2037573	1452162	0	1136203	30582	7620	2.04	54.48	449.68	17.92	44161	33055	61877
cp-csh	synthetic	1	1000000	0.05	0	16	0.3532	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	16	0	1	0	Zero	62500	31242	31242	1843041	2118528	1451863	0	34715	30573	27955	2.12	47.28	283.95	15.35	44161	31462	61857
cp-sh	synthetic	1	1000000	0.05	0	16	0.7459	0:00:00	49.52	62.01	43.10	43.69	0.00	0.00	0.00	0.48	ok	1	1000000	1000249	0.00	Unordered	16	0	1	0	Zero	62488	31218	31218	1893099	2174578	1485800	0	2572746	30564	0	2.17	95.91	627.38	0.00	44161	31270	61834
cp-csh+gap	synthetic	1	1000000	0.05	0	17	0.6673	0:00:00	52.49	65.04	45.74	46.36	0.00	0.00	0.00	0.48	ok	1	1000000	1000249	0.00	GapSeed	17	0	1	0	Gap	58823	28111	28111	2147673	2422805	1676624	0	1763406	27559	6240	2.42	50.73	594.49	19.74	44161	32296	58284
cp-csh	synthetic	1	1000000	0.05	0	17	0.4128	0:00:00	2.87	7.38	0.46	0.67	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	17	0	1	0	Zero	58823	28114	28114	2195769	2501173	1678759	0	59802	27553	25162	2.50	49.44	350.27	17.25	44161	30867	58270
cp-sh	synthetic	1	1000000	0.05	0	17	0.9836	0:00:00	48.62	61.47	42.31	42.92	0.00	0.00	0.00	0.48	ok	1	1000000	1000249	0.00	Unordered	17	0	1	0	Zero	58820	28108	28108	2254052	2565683	1717296	0	3337627	27551	0	2.57	92.18	870.18	0.00	44161	30712	58263
cp-csh+gap	synthetic	1	1000000	0.1	0	7	10.0344	0:00:10	259.48	292.51	253.35	253.96	0.00	0.00	87.99	9.33	timeout 10s
cp-csh	synthetic	1	1000000	0.1	0	7	10.1516	0:00:10	1557.12	1818.68	1550.53	1551.19	0.00	0.00	83.74	8.97	timeout 10s
cp-sh	synthetic	1	1000000	0.1	0	7	10.0789	0:00:10	696.98	1044.43	691.78	692.10	0.00	0.00	91.88	9.76	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.1	0	8	10.0250	0:00:10	113.64	132.44	107.18	107.81	0.00	0.00	91.26	9.65	timeout 10s	1	1000000	999918	0.00	GapSeed	8	0	1	0	Gap	125000	291878	291662	1839896	2241576	1323271	0	2989268	62952	2320	2.24	854.48	48332.43	44199.50	84911	64833	122562
cp-csh	synthetic	1	1000000	0.1	0	8	10.0489	0:00:10	412.02	429.36	405.64	406.25	0.00	0.00	88.66	9.39	timeout 10s
cp-sh	synthetic	1	1000000	0.1	0	8	10.0940	0:00:10	859.41	1044.43	853.05	853.64	0.00	0.00	83.81	8.93	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.1	0	9	2.6690	0:00:02	96.58	114.98	90.14	90.76	0.00	0.00	77.96	2.57	ok	1	1000000	999881	0.00	GapSeed	9	0	1	0	Gap	111111	98270	98224	2613763	3120070	1716711	0	4724946	51472	5249	3.12	121.48	2519.39	672.70	84660	62142	109208
cp-csh	synthetic	1	1000000	0.1	0	9	10.0292	0:00:10	163.06	178.76	156.85	157.46	0.00	0.00	90.32	9.52	timeout 10s
cp-sh	synthetic	1	1000000	0.1	0	9	10.0978	0:00:10	697.88	1045.04	691.32	691.95	0.00	0.00	87.94	9.39	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.1	0	10	3.5167	0:00:03	129.18	143.89	122.78	123.42	0.00	0.00	73.93	3.09	ok	1	1000000	999881	0.00	GapSeed	10	0	1	0	Gap	100000	52989	52981	4639805	5341165	2676574	0	9803866	42512	5992	5.34	75.67	3418.40	97.15	84660	59803	98621
cp-csh	synthetic	1	1000000	0.1	0	10	10.0281	0:00:10	179.65	208.99	173.21	173.83	0.00	0.00	87.66	9.27	timeout 10s	1	1000000	999918	0.00	GapSeed	10	0	1	0	Gap	100000	139051	139051	4892552	5644707	2756518	0	11343246	42047	9068	5.64	384.24	21064.63	10634.91	84911	56926	98460
cp-sh	synthetic	1	1000000	0.1	0	10	10.0755	0:00:10	397.97	545.48	391.59	392.22	0.00	0.00	90.11	9.57	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.1	0	11	10.0358	0:00:10	215.94	231.31	209.54	210.16	0.00	0.00	90.07	9.51	timeout 10s	1	1000000	999918	0.00	GapSeed	11	0	1	0	Gap	90909	38077	38076	14093523	15312500	6296811	0	40503452	35230	4623	15.31	141.44	30198.89	303.84	84911	57819	90040
cp-csh	synthetic	1	1000000	0.1	0	11	10.0436	0:00:10	225.59	318.48	219.21	219.86	0.00	0.00	88.02	9.31	timeout 10s	1	1000000	999918	0.00	GapSeed	11	0	1	0	Gap	90909	57844	57844	14465354	15707076	6411256	0	28279417	35230	17540	15.71	177.40	28890.35	1102.89	84911	55105	89971
cp-sh	synthetic	1	1000000	0.1	0	11	10.0597	0:00:10	370.88	385.90	364.27	364.92	0.00	0.00	86.97	9.24	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.1	0	12	10.0537	0:00:10	527.23	567.98	522.87	523.50	0.00	0.00	87.52	9.31	timeout 10s
cp-csh	synthetic	1	1000000	0.1	0	12	10.0567	0:00:10	431.58	569.73	427.19	427.80	0.00	0.00	90.19	9.56	timeout 10s
cp-sh	synthetic	1	1000000	0.1	0	12	10.0518	0:00:10	376.66	396.25	370.24	371.04	0.00	0.00	89.32	9.48	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.1	1	11	8.9664	0:00:08	186.36	234.25	179.86	180.49	0.00	0.00	85.44	8.14	ok	1	1000000	999881	0.00	GapSeed	11	1	1	0	Gap	90909	1907409	511536	1235927	1509989	1023603	1830	723649	139680	1695	1.51	1729.26	7160.30	6494.13	84660	78023	173295
cp-csh	synthetic	1	1000000	0.1	1	11	10.0544	0:00:10	324.25	378.20	317.82	318.54	0.00	0.00	88.72	9.41	timeout 10s
cp-sh	synthetic	1	1000000	0.1	1	11	10.0720	0:00:10	796.85	1044.52	790.57	791.17	0.00	0.00	85.91	9.11	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.1	1	12	2.2225	0:00:02	168.80	185.39	162.31	162.93	0.00	0.00	69.27	2.03	ok	1	1000000	999881	0.00	GapSeed	12	1	1	0	Gap	83333	615357	261493	1308676	1604919	1057899	2299	636542	119864	3906	1.60	1220.07	964.92	511.88	84660	76882	159464
cp-csh	synthetic	1	1000000	0.1	1	12	10.0453	0:00:10	174.56	196.72	168.32	168.94	0.00	0.00	90.88	9.61	timeout 10s	1	1000000	999918	0.00	GapSeed	12	1	1	0	Gap	83333	613418	613418	1571970	1989500	1150139	5313	1506724	118993	2462	1.99	3196.63	42185.47	39790.69	84911	74082	158958
cp-sh	synthetic	1	1000000	0.1	1	12	10.1156	0:00:10	406.70	540.81	400.13	400.75	0.00	0.00	85.81	9.17	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.1	1	13	1.5707	0:00:01	142.56	153.79	136.57	137.14	0.00	0.00	33.09	1.03	ok	1	1000000	999881	0.00	GapSeed	13	1	1	0	Gap	76923	273950	184166	1405101	1725058	1105445	2733	509982	103822	4971	1.73	1048.35	495.35	137.14	84660	75672	147729
cp-csh	synthetic	1	1000000	0.1	1	13	3.0938	0:00:03	142.76	153.79	136.58	137.15	0.00	0.00	65.61	2.50	ok	1	1000000	999881	0.00	GapSeed	13	1	1	0	Zero	76923	273950	273950	1677004	2111309	1202431	5972	1089728	103800	6853	2.11	1211.76	1839.13	1081.44	84660	72748	147428
cp-sh	synthetic	1	1000000	0.1	1	13	10.0524	0:00:10	428.47	545.09	423.46	424.11	0.00	0.00	88.23	9.37	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.1	1	14	1.5835	0:00:01	142.91	153.67	136.48	137.09	0.00	0.00	63.16	1.49	ok	1	1000000	999881	0.00	GapSeed	14	1	1	0	Gap	71428	172026	149368	1527663	1874824	1167259	3241	860361	90198	4478	1.87	1011.95	546.80	84.93	84660	74576	137498
cp-csh	synthetic	1	1000000	0.1	1	14	1.6966	0:00:01	142.51	153.67	136.44	137.01	0.00	0.00	61.34	1.54	ok	1	1000000	999881	0.00	GapSeed	14	1	1	0	Zero	71428	172026	172026	1808525	2264489	1269380	6806	300250	90154	11683	2.26	1030.44	637.95	187.24	84660	71969	137234
cp-sh	synthetic	1	1000000	0.1	1	14	7.5338	0:00:07	212.18	228.75	205.60	206.22	0.00	0.00	90.70	7.34	ok	1	1000000	999881	0.00	Unordered	14	1	1	0	Zero	57180	41161	41161	7566233	8494649	3908007	31634	23967599	35400	0	8.49	651.47	6860.74	0.00	84660	32038	102838
cp-csh+gap	synthetic	1	1000000	0.1	1	15	1.6571	0:00:01	142.39	153.56	136.32	136.89	0.00	0.00	62.19	1.51	ok	1	1000000	999881	0.00	GapSeed	15	1	1	0	Gap	66666	132221	126679	1705923	2086042	1258620	4051	1326323	78662	3596	2.09	978.22	646.74	66.49	84660	73364	128868
cp-csh	synthetic	1	1000000	0.1	1	15	1.6210	0:00:01	142.63	153.56	136.31	136.95	0.00	0.00	63.56	1.52	ok	1	1000000	999881	0.00	GapSeed	15	1	1	0	Zero	66666	132221	132221	1989388	2471496	1362459	7670	260229	78614	13137	2.47	1005.68	592.81	88.09	84660	71158	128666
cp-sh	synthetic	1	1000000	0.1	1	15	3.0324	0:00:03	79.07	92.37	72.88	73.50	0.00	0.00	68.77	2.57	ok	1	1000000	999881	0.00	Unordered	15	1	1	0	Zero	63086	42407	42407	3298074	3938680	2011508	12295	8914683	39663	0	3.94	675.12	2343.80	0.00	84660	41358	120684
cp-csh+gap	synthetic	1	1000000	0.1	1	16	1.8208	0:00:01	142.61	153.46	136.22	136.85	0.00	0.00	54.94	1.50	ok	1	1000000	999881	0.00	GapSeed	16	1	1	0	Gap	62500	110662	109194	1943182	2362148	1380049	4914	1879879	68534	2793	2.36	969.07	827.97	60.73	84660	72324	121002
cp-csh	synthetic	1	1000000	0.1	1	16	1.6245	0:00:01	142.57	153.46	136.21	136.84	0.00	0.00	62.18	1.48	ok	1	1000000	999881	0.00	GapSeed	16	1	1	0	Zero	62500	110662	110662	2223011	2734607	1483400	8547	342263	68529	12283	2.73	976.59	601.32	60.47	84660	70339	120857
cp-sh	synthetic	1	1000000	0.1	1	16	2.7072	0:00:02	84.71	109.30	78.85	79.47	0.00	0.00	74.63	2.51	ok	1	1000000	999881	0.00	Unordered	16	1	1	0	Zero	61615	38940	38940	3078548	3704900	1910966	11708	8201760	37415	0	3.70	649.55	2035.83	0.00	84660	45350	120180
cp-csh+gap	synthetic	1	1000000	0.1	1	17	2.0005	0:00:02	142.54	153.38	136.16	136.76	0.00	0.00	51.51	1.51	ok	1	1000000	999881	0.00	GapSeed	17	1	1	0	Gap	58823	95949	95590	2291143	2760268	1557616	6531	2677657	60687	2143	2.76	959.10	1019.11	55.75	84660	70972	114320
cp-csh	synthetic	1	1000000	0.1	1	17	1.6360	0:00:01	142.28	153.38	136.15	136.74	0.00	0.00	63.41	1.56	ok	1	1000000	999881	0.00	GapSeed	17	1	1	0	Zero	58823	95949	95949	2573597	3127369	1661753	10397	521746	60663	10950	3.13	920.05	691.90	51.26	84660	69179	114207
cp-sh	synthetic	1	1000000	0.1	1	17	2.9600	0:00:02	79.14	92.59	72.88	73.50	0.00	0.00	67.88	2.50	ok	1	1000000	999881	0.00	Unordered	17	1	1	0	Zero	58593	34994	34994	3315997	3967324	2032232	13148	9068856	33911	0	3.97	649.54	2296.55	0.00	84660	47198	115020
cp-csh+gap	synthetic	1	1000000	0.1	1	18	2.3684	0:00:02	142.22	153.30	136.08	136.67	0.00	0.00	64.18	2.01	ok	1	1000000	999881	0.00	GapSeed	18	1	1	0	Gap	55555	83641	83546	2815376	3348178	1820872	8503	3808194	53367	1663	3.35	943.86	1401.51	55.88	84660	69740	108123
cp-csh	synthetic	1	1000000	0.1	1	18	1.8931	0:00:01	142.35	153.30	136.09	136.69	0.00	0.00	53.36	1.50	ok	1	1000000	999881	0.00	GapSeed	18	1	1	0	Zero	55555	83641	83641	3099546	3706541	1927585	12673	1005806	53348	9436	3.71	977.15	890.89	48.24	84660	68104	108017
cp-sh	synthetic	1	1000000	0.1	1	18	3.5952	0:00:03	121.36	134.75	114.80	115.41	0.00	0.00	71.48	3.05	ok	1	1000000	999881	0.00	Unordered	18	1	1	0	Zero	55508	31526	31526	3880302	4583799	2314940	15736	11048989	30643	0	4.58	655.46	2917.67	0.00	84660	47964	109250
cp-csh+gap	synthetic	1	1000000	0.2	1	11	10.0342	0:00:10	221.09	278.12	214.52	215.17	0.00	0.00	90.17	9.55	timeout 10s	1	1000000	999546	0.00	GapSeed	11	1	1	0	Gap	90909	1793386	400752	7173710	8412818	3112008	59431	18905065	74669	133	8.41	3274.81	47319.48	27801.11	156961	124960	176333
cp-csh	synthetic	1	1000000	0.2	1	11	10.0483	0:00:10	367.49	424.85	360.94	361.58	0.00	0.00	88.60	9.39	timeout 10s
cp-sh	synthetic	1	1000000	0.2	1	11	10.0839	0:00:10	697.60	1044.58	691.07	691.70	0.00	0.00	89.05	9.49	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.2	1	12	10.0622	0:00:10	298.86	349.24	296.40	297.04	0.00	0.00	89.14	9.39	timeout 10s	1	1000000	999546	0.00	GapSeed	12	1	1	0	Gap	83333	509308	157676	20316999	22248527	7051596	191076	62953244	61534	220	22.25	2298.67	59882.18	3452.87	156961	120880	163966
cp-csh	synthetic	1	1000000	0.2	1	12	10.0417	0:00:10	284.83	310.62	278.27	278.91	0.00	0.00	86.32	9.17	timeout 10s
cp-sh	synthetic	1	1000000	0.2	1	12	10.0962	0:00:10	806.07	1045.40	801.77	802.37	0.00	0.00	86.26	9.18	timeout 10s
